,pdbchain,all_len,Recovery rate,Aligned len,Protein length,recTM-score,recRMSD
239,3zdu_A,297,0.3771043771043771,1.0,300,0.98601,0.76
3266,6jv4_A,221,0.3257918552036199,1.0,200,0.98217,0.76
1464,4lgv_A,457,0.350109409190372,1.0,500,0.98998,0.77
555,2cb4_D,258,0.2868217054263566,1.0,300,0.98397,0.77
4270,2qgm_A,392,0.288265306122449,1.0,400,0.98869,0.77
4163,2zsi_A,339,0.32448377581120946,1.0,300,0.98778,0.77
2670,3tnl_A,288,0.3020833333333333,1.0,300,0.9855,0.77
3802,1tzj_A,331,0.36555891238670696,1.0,300,0.987,0.77
2506,5fjv_D,204,0.19117647058823528,1.0,200,0.98011,0.77
385,4zwq_G,132,0.1893939393939394,1.0,100,0.96915,0.77
705,6f40_U,180,0.24444444444444444,1.0,200,0.97738,0.77
3268,3flo_B,180,0.34444444444444444,1.0,200,0.97761,0.77
2688,3r64_D,459,0.35294117647058826,1.0,500,0.99027,0.77
1968,1ngm_I,180,0.37777777777777777,1.0,200,0.97758,0.77
986,5gnx_B,449,0.3429844097995546,1.0,400,0.99002,0.77
620,2ptf_A,200,0.305,1.0,200,0.98017,0.77
2100,2ra5_A,150,0.31333333333333335,1.0,200,0.97492,0.77
447,7js3_B,325,0.3384615384615385,1.0,300,0.98667,0.77
929,5xog_G,171,0.29239766081871343,1.0,200,0.97631,0.77
1314,6e7r_C,357,0.27170868347338933,1.0,400,0.98807,0.77
2903,6bk8_N,167,0.2155688622754491,1.0,200,0.97635,0.77
4030,7aqb_B,274,0.3613138686131387,1.0,300,0.98481,0.77
2856,3oi8_A,156,0.24358974358974358,1.0,200,0.97499,0.77
1709,2c0c_B,342,0.3713450292397661,1.0,300,0.98725,0.77
3473,3vnn_A,124,0.23387096774193547,1.0,100,0.96744,0.77
2787,5nbn_C,358,0.36033519553072624,1.0,400,0.9879,0.77
2336,4hvk_A,369,0.3794037940379404,1.0,400,0.98835,0.77
2786,1tkk_F,359,0.33147632311977715,1.0,400,0.98775,0.77
512,3zgy_B,273,0.315018315018315,1.0,300,0.98449,0.77
2530,2iep_B,186,0.41397849462365593,1.0,200,0.97836,0.77
2030,3m5u_B,358,0.28212290502793297,1.0,400,0.98785,0.77
3488,2vak_F,403,0.28287841191067,1.0,400,0.98902,0.77
2324,6con_C,292,0.3801369863013699,1.0,300,0.98553,0.77
925,3uqc_C,250,0.336,1.0,200,0.98474,0.77
2199,5buk_B,426,0.3051643192488263,1.0,400,0.9897,0.77
3492,4o1m_A,297,0.3771043771043771,1.0,300,0.98572,0.77
1401,1pmh_X,183,0.3442622950819672,1.0,200,0.97789,0.77
485,4y1s_A,122,0.2786885245901639,1.0,100,0.96672,0.78
1926,6ust_A,463,0.3412526997840173,1.0,500,0.98997,0.78
2790,4gk9_A,279,0.3655913978494624,1.0,300,0.98436,0.78
4141,4r0g_C,252,0.2222222222222222,1.0,300,0.98294,0.78
2361,3mr0_B,131,0.26717557251908397,1.0,100,0.9689,0.78
625,6u1u_A,216,0.30092592592592593,1.0,200,0.98042,0.78
622,6a4d_A,184,0.32608695652173914,1.0,200,0.9774,0.78
2940,3ovg_C,350,0.3657142857142857,1.0,400,0.98736,0.78
973,1h6d_J,381,0.28608923884514437,1.0,400,0.98887,0.78
2742,6nbe_A,368,0.358695652173913,1.0,400,0.98799,0.78
3393,5nws_A,395,0.3721518987341772,1.0,400,0.98869,0.78
872,2ab5_A,261,0.23754789272030652,1.0,300,0.98338,0.78
3377,4yod_A,277,0.2779783393501805,1.0,300,0.98486,0.78
873,2yt4_A,196,0.29081632653061223,1.0,200,0.9789,0.78
2120,2qrw_J,126,0.3888888888888889,1.0,100,0.9684,0.78
2327,3las_B,166,0.3253012048192771,1.0,200,0.97519,0.78
2876,4j37_A,299,0.2842809364548495,1.0,300,0.98561,0.78
2494,1grj_A,151,0.2913907284768212,1.0,200,0.97274,0.78
3798,2o28_A,182,0.3131868131868132,1.0,200,0.97813,0.78
140,1fvi_A,264,0.2803030303030303,1.0,300,0.98384,0.78
1895,5x2b_E,277,0.2815884476534296,1.0,300,0.98456,0.78
1031,2zw5_A,293,0.36177474402730375,1.0,300,0.9851,0.78
918,1j1b_A,354,0.384180790960452,1.0,400,0.98735,0.78
3211,4omu_B,282,0.3723404255319149,1.0,300,0.9861,0.78
1221,2cb4_N,258,0.29069767441860467,1.0,300,0.98357,0.78
1877,3flo_F,180,0.34444444444444444,1.0,200,0.97836,0.78
1580,3oft_B,393,0.34096692111959287,1.0,400,0.98863,0.78
4264,1sdo_A,192,0.34375,1.0,200,0.97858,0.78
3428,6con_A,292,0.3595890410958904,1.0,300,0.98511,0.78
4046,3t1i_A,376,0.30851063829787234,1.0,400,0.98809,0.78
361,6wlf_A,431,0.2853828306264501,1.0,400,0.98938,0.78
3181,1gz0_H,250,0.344,1.0,200,0.98279,0.78
4230,3x44_B,316,0.40189873417721517,1.0,300,0.98638,0.78
2047,1dvk_A,149,0.2751677852348993,1.0,100,0.97263,0.78
1632,6mgr_A,361,0.3767313019390582,1.0,400,0.98777,0.78
3338,3flo_D,180,0.3333333333333333,1.0,200,0.97743,0.78
325,6x4t_A,210,0.28095238095238095,1.0,200,0.9798,0.78
1224,2rdx_C,369,0.34146341463414637,1.0,400,0.98801,0.78
722,6d25_C,493,0.2961460446247465,1.0,500,0.99047,0.78
2665,2rdx_G,360,0.3277777777777778,1.0,400,0.98761,0.78
3405,4ms4_A,408,0.2916666666666667,1.0,400,0.98882,0.78
1534,5fjv_C,207,0.23671497584541062,1.0,200,0.97967,0.78
641,6vp8_C,319,0.2507836990595611,1.0,300,0.98626,0.78
2726,2rdx_D,369,0.33875338753387535,1.0,400,0.9879,0.78
1556,6xmr_A,362,0.3259668508287293,1.0,400,0.98744,0.78
3593,2uw1_B,338,0.27514792899408286,1.0,300,0.98689,0.78
1035,4wyb_Q,357,0.32492997198879553,1.0,400,0.98737,0.78
2095,4roc_B,178,0.4044943820224719,1.0,200,0.97664,0.78
2694,2z0b_D,116,0.31896551724137934,1.0,100,0.96426,0.78
1560,3kr9_A,222,0.32882882882882886,1.0,200,0.98103,0.78
1638,5byz_A,348,0.367816091954023,1.0,300,0.98678,0.79
2429,2a40_A,361,0.3518005540166205,1.0,400,0.98746,0.79
1617,4jxu_B,281,0.31316725978647686,1.0,300,0.98522,0.79
2486,2x6r_B,410,0.36097560975609755,1.0,400,0.98845,0.79
126,1uxt_A,499,0.3466933867735471,1.0,500,0.99031,0.79
1920,3nrd_A,135,0.2962962962962963,1.0,100,0.97032,0.79
2592,6ncs_A,285,0.2771929824561403,1.0,300,0.98462,0.79
2724,6kfw_A,407,0.33906633906633904,1.0,400,0.98865,0.79
2546,3rst_A,227,0.31718061674008813,1.0,200,0.98111,0.79
299,2vcp_B,370,0.2864864864864865,1.0,400,0.98751,0.79
1498,6znl_C,375,0.33066666666666666,1.0,400,0.98754,0.79
430,1tkk_B,359,0.3370473537604457,1.0,400,0.98756,0.79
2419,6w17_L,369,0.2845528455284553,1.0,400,0.98756,0.79
200,3mn7_A,359,0.3426183844011142,1.0,400,0.98751,0.79
1602,1x1o_C,277,0.4404332129963899,1.0,300,0.98412,0.79
1798,5z2c_C,427,0.2927400468384075,1.0,400,0.98884,0.79
2782,3glc_M,276,0.358695652173913,1.0,300,0.9844,0.79
3989,2gsm_C,534,0.27715355805243447,1.0,500,0.99089,0.79
3906,5zza_A,372,0.3333333333333333,1.0,400,0.98772,0.79
450,7c2g_A,360,0.34444444444444444,1.0,400,0.98726,0.79
1872,6mgr_D,360,0.37222222222222223,1.0,400,0.98726,0.79
471,5h7k_A,367,0.33787465940054495,1.0,400,0.98746,0.79
384,4gzc_A,132,0.2727272727272727,1.0,100,0.96754,0.79
1878,6ohb_B,435,0.31494252873563217,1.0,400,0.98918,0.79
1488,4f47_A,238,0.4369747899159664,1.0,200,0.98163,0.79
2354,3r0q_E,349,0.23782234957020057,1.0,300,0.98684,0.79
2548,6a02_A,170,0.24705882352941178,1.0,200,0.97503,0.79
1000,3s2j_A,393,0.356234096692112,1.0,400,0.98818,0.79
4255,5f9p_A,241,0.2987551867219917,1.0,200,0.98194,0.79
2075,3poj_A,113,0.2920353982300885,1.0,100,0.96239,0.79
1068,2rdx_F,369,0.33062330623306235,1.0,400,0.98739,0.79
1141,2h8l_C,232,0.3103448275862069,1.0,200,0.9809,0.79
2074,4p13_D,386,0.3549222797927461,1.0,400,0.98825,0.79
783,6gvc_A,356,0.3595505617977528,1.0,400,0.98736,0.79
1084,1ngm_M,180,0.31666666666666665,1.0,200,0.97611,0.79
2258,6o1j_C,323,0.29411764705882354,1.0,300,0.98623,0.79
4287,2abk_A,211,0.2985781990521327,1.0,200,0.98038,0.79
3628,5elh_A,142,0.2887323943661972,1.0,100,0.97013,0.79
3151,2vak_J,403,0.29528535980148884,1.0,400,0.9884,0.79
2063,4ojx_A,363,0.30578512396694213,1.0,400,0.98725,0.79
3035,3q6d_A,355,0.36619718309859156,1.0,400,0.9872,0.79
1275,4n2p_D,143,0.3146853146853147,1.0,100,0.9714,0.79
2217,4pcg_B,269,0.2899628252788104,1.0,300,0.98396,0.79
1099,3s4e_A,144,0.3194444444444444,1.0,100,0.97486,0.79
3045,3vx8_D,300,0.27666666666666667,1.0,300,0.98505,0.79
3031,2vak_E,408,0.2769607843137255,1.0,400,0.98872,0.79
3004,3d4i_C,263,0.2889733840304182,1.0,300,0.98331,0.79
2811,4wyb_C,358,0.3407821229050279,1.0,400,0.98726,0.79
3755,2pbd_A,359,0.3370473537604457,1.0,400,0.98754,0.79
63,2qr6_A,371,0.3746630727762803,1.0,400,0.98756,0.79
1160,2cb4_J,258,0.2713178294573643,1.0,300,0.98287,0.79
4277,3cxb_A,302,0.2582781456953642,1.0,300,0.98505,0.79
3373,4ppr_A,300,0.36333333333333334,1.0,300,0.9864,0.79
1450,3oc3_D,178,0.29775280898876405,1.0,200,0.97583,0.79
4261,4mou_B,261,0.39080459770114945,1.0,300,0.98325,0.79
3379,3byv_A,345,0.2985507246376812,1.0,300,0.98686,0.79
2029,3mop_E,105,0.3142857142857143,1.0,100,0.96272,0.79
1209,1tkk_D,360,0.3527777777777778,1.0,400,0.98743,0.79
1409,4fbo_B,132,0.3106060606060606,1.0,100,0.96851,0.79
532,2vak_I,409,0.28361858190709044,1.0,400,0.98861,0.79
567,4nkb_B,196,0.25510204081632654,1.0,200,0.97833,0.79
1373,6bk7_A,380,0.3,1.0,400,0.98779,0.79
4150,6mac_A,108,0.25925925925925924,1.0,100,0.96033,0.79
355,2xz0_C,346,0.27167630057803466,1.0,300,0.98671,0.8
1598,4wyb_E,358,0.33519553072625696,1.0,400,0.98689,0.8
1113,6n0x_B,320,0.340625,1.0,300,0.9857,0.8
1933,5nbn_D,358,0.36033519553072624,1.0,400,0.98698,0.8
3450,6w17_I,370,0.3,1.0,400,0.98734,0.8
1628,6s8v_B,416,0.31009615384615385,1.0,400,0.98834,0.8
2165,3zuz_A,315,0.2761904761904762,1.0,300,0.98606,0.8
892,1ogy_B,126,0.18253968253968253,1.0,100,0.96531,0.8
3372,5ubu_C,330,0.32727272727272727,1.0,300,0.986,0.8
3392,6fzv_D,236,0.3050847457627119,1.0,200,0.98119,0.8
3402,2cb4_F,258,0.28294573643410853,1.0,300,0.98276,0.8
2500,1tzj_B,328,0.3871951219512195,1.0,300,0.986,0.8
31,5yln_B,346,0.34104046242774566,1.0,300,0.98639,0.8
3199,5vwo_B,404,0.36386138613861385,1.0,400,0.9882,0.8
3987,4dk2_A,260,0.29615384615384616,1.0,300,0.98287,0.8
3984,2zw5_B,293,0.378839590443686,1.0,300,0.98426,0.8
2528,6wj8_C,418,0.3277511961722488,1.0,400,0.98838,0.8
3170,3d4i_D,265,0.32452830188679244,1.0,300,0.9832,0.8
4066,6znl_G,370,0.3216216216216216,1.0,400,0.98707,0.8
1107,2e7p_A,107,0.3644859813084112,1.0,100,0.9602,0.8
45,4o1m_C,297,0.3872053872053872,1.0,300,0.98503,0.8
1620,2dqb_A,363,0.36639118457300274,1.0,400,0.98695,0.8
1591,6edh_A,281,0.3309608540925267,1.0,300,0.98406,0.8
3112,1tkk_E,360,0.36944444444444446,1.0,400,0.98723,0.8
1873,4yxt_B,401,0.2817955112219451,1.0,400,0.98805,0.8
1431,3q6d_D,353,0.36827195467422097,1.0,400,0.98662,0.8
2330,5jkj_A,370,0.2918918918918919,1.0,400,0.9871,0.8
3788,5xyi_H,163,0.24539877300613497,1.0,200,0.97424,0.8
1484,6bng_B,270,0.3592592592592593,1.0,300,0.98461,0.8
3350,6con_E,292,0.3732876712328767,1.0,300,0.98448,0.8
244,6o1j_H,323,0.25386996904024767,1.0,300,0.98565,0.8
1361,1ogy_D,126,0.16666666666666666,1.0,100,0.96575,0.8
975,5ah1_A,427,0.3044496487119438,1.0,400,0.98855,0.8
3635,4d53_A,133,0.2706766917293233,1.0,100,0.97049,0.8
2244,5ydn_A,109,0.28440366972477066,1.0,100,0.9593,0.8
2982,3q91_D,149,0.2751677852348993,1.0,100,0.97245,0.8
2271,5wed_D,394,0.35279187817258884,1.0,400,0.98787,0.8
406,6rzo_B,339,0.3421828908554572,1.0,300,0.98629,0.8
3838,1vmi_A,328,0.4054878048780488,1.0,300,0.98578,0.8
3900,3kp7_A,140,0.24285714285714285,1.0,100,0.96948,0.8
2661,2guj_B,137,0.22627737226277372,1.0,100,0.96885,0.8
747,3dr4_A,364,0.34615384615384615,1.0,400,0.98726,0.8
744,6xkc_A,243,0.38271604938271603,1.0,200,0.98221,0.8
4200,5lx8_A,531,0.2787193973634652,1.0,500,0.99055,0.8
2603,3t1i_C,377,0.29708222811671087,1.0,400,0.98707,0.81
2622,4pxl_B,486,0.3786008230452675,1.0,500,0.99004,0.81
2623,3zqc_J,119,0.29411764705882354,1.0,100,0.96347,0.81
926,3mr0_A,131,0.25190839694656486,1.0,100,0.96725,0.81
1707,2c1l_B,358,0.2849162011173184,1.0,400,0.98635,0.81
974,1xsz_B,356,0.300561797752809,1.0,400,0.9865,0.81
3208,6mab_A,269,0.31226765799256506,1.0,300,0.9827,0.81
3997,2d40_B,284,0.25,1.0,300,0.98384,0.81
1034,2vcp_A,370,0.3081081081081081,1.0,400,0.98704,0.81
3525,6toa_C,192,0.234375,1.0,200,0.97669,0.81
3818,4zwq_B,135,0.21481481481481482,1.0,100,0.96726,0.81
3799,2bjr_A,363,0.35537190082644626,1.0,400,0.98674,0.81
1479,6d25_E,495,0.3191919191919192,1.0,500,0.98964,0.81
1473,2i2x_M,459,0.2679738562091503,1.0,500,0.9891,0.81
3738,4h11_A,102,0.39215686274509803,1.0,100,0.96211,0.81
3749,1xkp_B,119,0.29411764705882354,1.0,100,0.96369,0.81
506,2h8l_A,232,0.29310344827586204,1.0,200,0.98003,0.81
1044,1x1o_B,276,0.48188405797101447,1.0,300,0.98301,0.81
329,2q97_A,353,0.34844192634560905,1.0,400,0.98627,0.81
3986,1ckm_A,317,0.2996845425867508,1.0,300,0.98518,0.81
2993,3zc0_E,190,0.33157894736842103,1.0,200,0.97662,0.81
1622,1o57_A,270,0.3148148148148148,1.0,300,0.98268,0.81
1108,1fhf_C,304,0.26973684210526316,1.0,300,0.98471,0.81
680,4k2m_B,439,0.36674259681093396,1.0,400,0.98867,0.81
1098,5tsh_C,381,0.30183727034120733,1.0,400,0.98705,0.81
3857,6w1k_B,306,0.27124183006535946,1.0,300,0.98488,0.81
3949,3g0o_A,285,0.3368421052631579,1.0,300,0.98383,0.81
309,3nku_B,200,0.25,1.0,200,0.97887,0.81
302,4jxu_A,282,0.3262411347517731,1.0,300,0.98434,0.81
2567,2c1l_A,358,0.28212290502793297,1.0,400,0.98664,0.81
1288,4pxl_A,485,0.37731958762886597,1.0,500,0.98972,0.81
1293,1mda_B,103,0.2621359223300971,1.0,100,0.95647,0.81
3967,4dqn_A,340,0.3352941176470588,1.0,300,0.98612,0.81
3040,2ptf_B,200,0.33,1.0,200,0.97737,0.81
2957,4mf4_A,258,0.3372093023255814,1.0,300,0.98245,0.81
1118,5z9a_A,246,0.32926829268292684,1.0,200,0.98232,0.81
3180,5h07_A,223,0.9237668161434978,1.0,200,0.97917,0.81
847,3rnq_B,184,0.28804347826086957,1.0,200,0.97569,0.81
1069,3zc0_L,187,0.34759358288770054,1.0,200,0.97617,0.81
594,2g6t_B,306,0.3006535947712418,1.0,300,0.9847,0.81
2852,5tsh_A,371,0.31536388140161725,1.0,400,0.9871,0.81
3322,5z2c_A,445,0.30337078651685395,1.0,400,0.98897,0.81
1930,6x4t_C,207,0.2608695652173913,1.0,200,0.9782,0.81
1931,2rdx_E,369,0.3116531165311653,1.0,400,0.98694,0.81
2153,6agb_K,128,0.1796875,1.0,100,0.96718,0.81
2122,2vak_D,408,0.29411764705882354,1.0,400,0.98785,0.81
4053,1vd3_A,204,0.2647058823529412,1.0,200,0.97815,0.81
4183,6mw4_A,551,0.294010889292196,1.0,600,0.99062,0.81
4239,5wuy_A,279,0.35125448028673834,1.0,300,0.98407,0.81
179,4pzv_A,413,0.288135593220339,1.0,400,0.9882,0.81
4047,6ded_A,336,0.27976190476190477,1.0,300,0.98561,0.81
2265,3s5q_A,213,0.323943661971831,1.0,200,0.97965,0.81
42,3maj_A,353,0.34277620396600567,1.0,400,0.98596,0.82
3810,4d53_B,133,0.2857142857142857,1.0,100,0.96737,0.82
2538,4hyg_C,238,0.2689075630252101,1.0,200,0.98038,0.82
3512,5cr4_B,226,0.252212389380531,1.0,200,0.97965,0.82
1080,6ust_D,462,0.33116883116883117,1.0,500,0.98885,0.82
65,2inu_B,399,0.3032581453634085,1.0,400,0.98725,0.82
1216,1d5y_B,288,0.2152777777777778,1.0,300,0.9836,0.82
2207,4ogd_A,455,0.2879120879120879,1.0,500,0.9895,0.82
2010,4mf4_F,257,0.3852140077821012,1.0,300,0.98234,0.82
812,4mf4_C,258,0.3682170542635659,1.0,300,0.98258,0.82
188,5v8d_B,297,0.26936026936026936,1.0,300,0.98489,0.82
3441,2v4i_D,202,0.2871287128712871,1.0,200,0.97879,0.82
2825,6rzo_A,344,0.3023255813953488,1.0,300,0.98583,0.82
3581,5cg0_F,471,0.32908704883227174,1.0,500,0.98898,0.82
2275,4jn6_C,339,0.3392330383480826,1.0,300,0.98591,0.82
2561,2arp_A,105,0.3047619047619048,1.0,100,0.95539,0.82
2562,5vwo_C,404,0.3564356435643564,1.0,400,0.98756,0.82
3711,2ovl_B,357,0.3697478991596639,1.0,400,0.98604,0.82
2288,6wlf_B,434,0.2926267281105991,1.0,400,0.98818,0.82
2953,2y7l_A,312,0.36538461538461536,1.0,300,0.98466,0.82
1375,2q86_A,189,0.3492063492063492,1.0,200,0.97579,0.82
2432,2vhh_C,382,0.3089005235602094,1.0,400,0.98719,0.82
1374,2iep_A,187,0.42780748663101603,1.0,200,0.9755,0.82
2902,2vqr_A,511,0.32289628180039137,1.0,500,0.98988,0.82
1469,3alu_C,157,0.39490445859872614,1.0,200,0.97154,0.82
2447,4ghk_B,410,0.35365853658536583,1.0,400,0.98821,0.82
28,5od2_A,456,0.33114035087719296,1.0,500,0.98874,0.82
2385,1ygt_A,104,0.25,1.0,100,0.95679,0.82
397,4pch_E,263,0.33079847908745247,1.0,300,0.98215,0.82
166,1ogy_L,126,0.1984126984126984,1.0,100,0.96345,0.82
3283,1usy_E,203,0.39901477832512317,0.9950738916256158,200,0.97356,0.82
4112,4p13_C,387,0.3488372093023256,1.0,400,0.98724,0.82
877,1fhf_A,304,0.2631578947368421,1.0,300,0.98407,0.82
3345,1fhf_B,304,0.2730263157894737,1.0,300,0.98419,0.82
1616,6o1j_E,327,0.2782874617737003,1.0,300,0.98536,0.82
4017,6ohb_C,435,0.31724137931034485,1.0,400,0.9883,0.82
3321,5x2b_F,279,0.22939068100358423,1.0,300,0.98289,0.82
3916,3e3p_A,336,0.34523809523809523,1.0,300,0.98547,0.82
4259,3akj_A,275,0.2690909090909091,1.0,300,0.98279,0.82
248,3mt1_B,348,0.27586206896551724,1.0,300,0.98601,0.82
1916,2fgt_A,373,0.26541554959785524,1.0,400,0.98652,0.83
94,4q9n_H,295,0.423728813559322,1.0,300,0.98347,0.83
2158,6fnp_A,158,0.13924050632911392,1.0,200,0.97178,0.83
2390,2vak_G,402,0.30597014925373134,1.0,400,0.98711,0.83
1684,4mf4_D,258,0.34108527131782945,1.0,300,0.98242,0.83
3008,2c0c_A,353,0.39943342776203966,1.0,400,0.9861,0.83
1310,6onc_C,626,0.36900958466453676,1.0,600,0.99103,0.83
1408,1yud_B,158,0.2721518987341772,1.0,200,0.97106,0.83
3683,5vcz_A,294,0.3979591836734694,1.0,300,0.98399,0.83
14,2gsm_A,535,0.2691588785046729,1.0,500,0.98998,0.83
1341,3tzl_A,320,0.328125,1.0,300,0.98444,0.83
4275,6cd7_B,298,0.3221476510067114,1.0,300,0.98362,0.83
645,5vjc_A,262,0.29770992366412213,1.0,300,0.98234,0.83
1960,6wvk_B,224,0.3392857142857143,1.0,200,0.97953,0.83
3310,1m56_G,547,0.23583180987202926,1.0,500,0.99014,0.83
897,6a6s_A,430,0.3395348837209302,1.0,400,0.98796,0.83
2578,4gt9_A,214,0.29439252336448596,1.0,200,0.97798,0.83
417,6h6o_A,121,0.34710743801652894,1.0,100,0.96302,0.83
1211,5tq0_A,364,0.28846153846153844,1.0,400,0.98677,0.83
2744,6dgi_B,328,0.2865853658536585,1.0,300,0.98539,0.83
2110,1gz0_F,253,0.3241106719367589,1.0,300,0.98127,0.83
825,6qsi_B,524,0.34923664122137404,1.0,500,0.98976,0.83
2906,1e3d_B,537,0.3333333333333333,1.0,500,0.99,0.83
4123,6oyc_C,310,0.3161290322580645,1.0,300,0.98406,0.83
1504,6ie0_A,347,0.38328530259365995,1.0,300,0.98549,0.83
3484,4d6g_A,587,0.28960817717206133,1.0,600,0.99058,0.83
3804,4cv5_C,185,0.1783783783783784,1.0,200,0.97489,0.83
2459,4oua_A,381,0.29658792650918636,1.0,400,0.98668,0.83
2210,6b4e_A,297,0.3063973063973064,1.0,300,0.98413,0.83
1908,1u7i_B,133,0.3233082706766917,1.0,100,0.97165,0.83
4219,5n6g_A,369,0.3712737127371274,1.0,400,0.98638,0.83
1173,5mul_A,378,0.30952380952380953,1.0,400,0.98653,0.83
2079,3sgz_A,336,0.3273809523809524,1.0,300,0.98617,0.83
751,2x06_H,344,0.35755813953488375,1.0,300,0.98566,0.83
3060,4xdy_B,331,0.338368580060423,1.0,300,0.98482,0.83
1076,5x2b_A,281,0.2597864768683274,1.0,300,0.98254,0.83
1905,5vwo_A,404,0.35396039603960394,1.0,400,0.9881,0.83
345,6rsw_A,372,0.3225806451612903,1.0,400,0.98659,0.83
1766,6d25_B,493,0.3002028397565923,1.0,500,0.98897,0.84
1527,3d4i_B,264,0.2727272727272727,1.0,300,0.98166,0.84
3856,6mgr_C,369,0.37669376693766937,1.0,400,0.98596,0.84
1387,5cht_A,308,0.3051948051948052,1.0,300,0.98393,0.84
2659,1ogy_N,126,0.1984126984126984,1.0,100,0.96154,0.84
339,6te8_B,182,0.22527472527472528,1.0,200,0.97433,0.84
390,3pvj_C,276,0.35144927536231885,1.0,300,0.98229,0.84
1420,1zk9_A,110,0.23636363636363636,1.0,100,0.95647,0.84
2711,4rya_A,417,0.2709832134292566,1.0,400,0.98732,0.84
2602,1goi_B,496,0.33064516129032256,1.0,500,0.98912,0.84
364,3fid_A,296,0.26013513513513514,1.0,300,0.98311,0.84
1887,5nm7_G,263,0.28517110266159695,0.9923954372623575,300,0.97373,0.84
2138,1ybe_A,416,0.3125,1.0,400,0.9873,0.84
3663,4hyg_D,237,0.2911392405063291,1.0,200,0.97939,0.84
944,4rgp_B,255,0.30196078431372547,1.0,300,0.98122,0.84
2480,2vak_A,409,0.2885085574572127,1.0,400,0.98702,0.84
971,5y4e_A,234,0.4230769230769231,1.0,200,0.97903,0.84
1751,6n0x_A,321,0.32087227414330216,1.0,300,0.98396,0.84
4005,6xkc_F,243,0.40329218106995884,1.0,200,0.97991,0.84
4003,5vn0_C,450,0.3511111111111111,1.0,400,0.98797,0.84
1032,4g2n_C,319,0.3605015673981191,1.0,300,0.98401,0.84
3434,3lvu_A,258,0.39147286821705424,1.0,300,0.98091,0.84
4242,2id4_A,479,0.31315240083507306,1.0,500,0.98857,0.84
1354,3i1i_A,373,0.2975871313672922,1.0,400,0.98651,0.84
789,2vak_L,409,0.2665036674816626,1.0,400,0.98709,0.84
1132,4g6u_A,213,0.3192488262910798,1.0,200,0.97782,0.84
3113,4yis_A,295,0.288135593220339,1.0,300,0.98336,0.84
3546,5z2c_F,433,0.3094688221709007,1.0,400,0.98777,0.84
1674,6pug_A,264,0.3143939393939394,1.0,300,0.98103,0.84
686,3zc0_I,190,0.30526315789473685,1.0,200,0.97474,0.84
637,3iey_A,147,0.3129251700680272,1.0,100,0.96909,0.84
298,3glc_D,276,0.38768115942028986,1.0,300,0.98449,0.84
2292,2x49_A,333,0.3303303303303303,1.0,300,0.98476,0.84
2948,2id3_A,191,0.45549738219895286,1.0,200,0.97474,0.84
3894,3u28_A,335,0.2537313432835821,1.0,300,0.98441,0.85
2672,3oft_C,390,0.3384615384615385,1.0,400,0.98613,0.85
2887,2ou5_A,175,0.2914285714285714,1.0,200,0.97215,0.85
3281,6vss_E,316,0.4050632911392405,1.0,300,0.98412,0.85
4090,3qfi_A,261,0.2720306513409962,1.0,300,0.98096,0.85
3357,4upk_A,506,0.3359683794466403,1.0,500,0.9889,0.85
18,6wvj_B,224,0.34375,1.0,200,0.97747,0.85
1014,2wzv_B,223,0.3004484304932735,1.0,200,0.97753,0.85
3381,6ep3_B,218,0.2981651376146789,1.0,200,0.97775,0.85
3860,6mnz_A,336,0.3125,1.0,300,0.98436,0.85
888,4pch_A,252,0.3134920634920635,1.0,300,0.98012,0.85
2915,2dqb_C,364,0.37362637362637363,1.0,400,0.98544,0.85
2925,3zc0_A,190,0.3473684210526316,1.0,200,0.97389,0.85
2260,6agm_B,335,0.27761194029850744,1.0,300,0.98439,0.85
4262,3box_A,402,0.34328358208955223,1.0,400,0.98646,0.85
431,2quy_H,329,0.2735562310030395,1.0,300,0.98425,0.85
1210,6a0n_A,329,0.3100303951367781,1.0,300,0.98436,0.85
3105,6agm_D,335,0.2716417910447761,1.0,300,0.98538,0.85
472,3i1i_B,372,0.28225806451612906,1.0,400,0.98594,0.85
1236,6edh_B,281,0.3416370106761566,1.0,300,0.98213,0.85
2237,1itu_B,369,0.28184281842818426,1.0,400,0.98687,0.85
2757,3fs7_C,108,0.3333333333333333,1.0,100,0.95448,0.85
1135,4h11_B,102,0.4019607843137255,1.0,100,0.95784,0.85
3756,2v4i_F,202,0.29207920792079206,1.0,200,0.9765,0.85
1130,2x06_A,344,0.35174418604651164,1.0,300,0.98486,0.85
513,6fpg_E,157,0.2929936305732484,1.0,200,0.97033,0.85
2412,6vss_B,319,0.36363636363636365,1.0,300,0.98376,0.85
3591,1q90_B,212,0.25471698113207547,1.0,200,0.97688,0.85
854,1d5y_D,288,0.22569444444444445,1.0,300,0.98212,0.85
657,1v02_D,482,0.3132780082987552,1.0,500,0.9887,0.85
4233,6xkc_D,243,0.4156378600823045,1.0,200,0.97975,0.85
1362,2h8l_B,230,0.26956521739130435,1.0,200,0.97818,0.85
1785,6ne9_B,355,0.3211267605633803,1.0,400,0.985,0.85
1768,2xz0_A,346,0.28901734104046245,1.0,300,0.98494,0.85
1730,4z0g_B,390,0.3487179487179487,1.0,400,0.98659,0.85
2618,4wyb_X,358,0.35195530726256985,1.0,400,0.98539,0.85
1634,1xm3_B,251,0.4342629482071713,1.0,300,0.98066,0.85
